xflr5 v6.47

Plane name :        Custer1-dR00
Polar name :        T1-20.0 m/s-VLM2-16.0kg-x39.1mm
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.200     0.000   0.029533   0.001165   0.001126   0.002291   0.000000  -0.000000  -0.002404  -0.000000  -0.000000   20.0000     0.0676
    5.400     0.000   0.030657   0.001256   0.001133   0.002389   0.000000  -0.000000  -0.002496   0.000000  -0.000000   20.0000     0.0677
    5.600     0.000   0.031779   0.001350   0.001141   0.002491   0.000000  -0.000000  -0.002587   0.000000   0.000000   20.0000     0.0677
    5.800     0.000   0.032901   0.001447   0.001148   0.002595   0.000000  -0.000000  -0.002679   0.000000   0.000000   20.0000     0.0677
    6.000     0.000   0.034020   0.001548   0.001155   0.002703   0.000000  -0.000000  -0.002770   0.000000   0.000000   20.0000     0.0677
    6.200     0.000   0.035139   0.001652   0.001163   0.002815   0.000000  -0.000000  -0.002861   0.000000   0.000000   20.0000     0.0677
    6.400     0.000   0.036255   0.001759   0.001170   0.002929   0.000000  -0.000000  -0.002952  -0.000000  -0.000000   20.0000     0.0678
    6.600     0.000   0.037371   0.001869   0.001178   0.003048   0.000000  -0.000000  -0.003042  -0.000000  -0.000000   20.0000     0.0678
    6.800     0.000   0.038484   0.001983   0.001187   0.003170   0.000000  -0.000000  -0.003133   0.000000   0.000000   20.0000     0.0678
    7.000     0.000   0.039596   0.002100   0.001194   0.003294   0.000000  -0.000000  -0.003223   0.000000  -0.000000   20.0000     0.0678
    7.200     0.000   0.040706   0.002220   0.001203   0.003423   0.000000  -0.000000  -0.003314  -0.000000  -0.000000   20.0000     0.0679
    7.400     0.000   0.041815   0.002343   0.001210   0.003554   0.000000  -0.000000  -0.003404  -0.000000  -0.000000   20.0000     0.0679
    7.600     0.000   0.042921   0.002470   0.001217   0.003687   0.000000  -0.000000  -0.003494   0.000000   0.000000   20.0000     0.0679
    7.800     0.000   0.044026   0.002599   0.001225   0.003825   0.000000  -0.000000  -0.003584  -0.000000  -0.000000   20.0000     0.0679
    8.000     0.000   0.045129   0.002732   0.001233   0.003965   0.000000  -0.000000  -0.003674   0.000000   0.000000   20.0000     0.0680
    8.200     0.000   0.046229   0.002868   0.001240   0.004109   0.000000  -0.000000  -0.003763   0.000000   0.000000   20.0000     0.0680
    8.400     0.000   0.047328   0.003007   0.001248   0.004255   0.000000  -0.000000  -0.003852   0.000000   0.000000   20.0000     0.0680
    8.600     0.000   0.048425   0.003149   0.001257   0.004406   0.000000  -0.000000  -0.003942   0.000000   0.000000   20.0000     0.0681
    8.800     0.000   0.049520   0.003295   0.001264   0.004559   0.000000  -0.000000  -0.004031   0.000000   0.000000   20.0000     0.0681
    9.000     0.000   0.050612   0.003443   0.001272   0.004715   0.000000  -0.000000  -0.004119   0.000000   0.000000   20.0000     0.0681
    9.200     0.000   0.051702   0.003594   0.001280   0.004875   0.000000  -0.000000  -0.004208   0.000000   0.000000   20.0000     0.0682
    9.400     0.000   0.052790   0.003749   0.001289   0.005038   0.000000  -0.000000  -0.004296   0.000000  -0.000000   20.0000     0.0682
    9.600     0.000   0.053876   0.003906   0.001296   0.005203   0.000000  -0.000000  -0.004384   0.000000   0.000000   20.0000     0.0682
    9.800     0.000   0.054960   0.004067   0.001304   0.005370   0.000000  -0.000000  -0.004472   0.000000   0.000000   20.0000     0.0683
   10.000     0.000   0.056041   0.004230   0.001313   0.005543   0.000000  -0.000000  -0.004560  -0.000000  -0.000000   20.0000     0.0683
   10.200     0.000   0.057119   0.004396   0.001321   0.005718   0.000000  -0.000000  -0.004648   0.000000   0.000000   20.0000     0.0683
   10.400     0.000   0.058196   0.004566   0.001329   0.005894   0.000000  -0.000000  -0.004735   0.000000  -0.000000   20.0000     0.0684
   10.600     0.000   0.059269   0.004738   0.001336   0.006074   0.000000  -0.000000  -0.004822   0.000000   0.000000   20.0000     0.0684
   10.800     0.000   0.060341   0.004913   0.001344   0.006257   0.000000  -0.000000  -0.004909   0.000000   0.000000   20.0000     0.0684
   11.000     0.000   0.061409   0.005091   0.001352   0.006443   0.000000  -0.000000  -0.004996   0.000000   0.000000   20.0000     0.0685
   11.200     0.000   0.062475   0.005272   0.001361   0.006632   0.000000  -0.000000  -0.005082  -0.000000  -0.000000   20.0000     0.0685
   11.400     0.000   0.063538   0.005455   0.001368   0.006824   0.000000  -0.000000  -0.005169   0.000000  -0.000000   20.0000     0.0686
   11.600     0.000   0.064599   0.005642   0.001376   0.007017   0.000000  -0.000000  -0.005255   0.000000   0.000000   20.0000     0.0686
   11.800     0.000   0.065656   0.005831   0.001383   0.007214   0.000000  -0.000000  -0.005340   0.000000   0.000000   20.0000     0.0687
   12.000     0.000   0.066711   0.006023   0.001392   0.007415   0.000000  -0.000000  -0.005426   0.000000  -0.000000   20.0000     0.0687
   12.200     0.000   0.067763   0.006218   0.001401   0.007619   0.000000  -0.000000  -0.005511   0.000000  -0.000000   20.0000     0.0687
   12.400     0.000   0.068813   0.006415   0.001409   0.007824   0.000000  -0.000000  -0.005596   0.000000  -0.000000   20.0000     0.0688
   12.600     0.000   0.069859   0.006615   0.001417   0.008033   0.000000  -0.000000  -0.005681   0.000000   0.000000   20.0000     0.0688
   12.800     0.000   0.070902   0.006818   0.001427   0.008245   0.000000  -0.000000  -0.005765  -0.000000  -0.000000   20.0000     0.0689
   13.000     0.000   0.071942   0.007024   0.001436   0.008459   0.000000  -0.000000  -0.005849   0.000000   0.000000   20.0000     0.0689
   13.200     0.000   0.072979   0.007232   0.001445   0.008676   0.000000  -0.000000  -0.005933   0.000000   0.000000   20.0000     0.0690
   13.400     0.000   0.074014   0.007442   0.001453   0.008895   0.000000  -0.000000  -0.006017   0.000000   0.000000   20.0000     0.0690
   13.600     0.000   0.075045   0.007655   0.001461   0.009117   0.000000  -0.000000  -0.006100   0.000000   0.000000   20.0000     0.0691
   13.800     0.000   0.076072   0.007871   0.001471   0.009342   0.000000  -0.000000  -0.006183  -0.000000  -0.000000   20.0000     0.0691
   14.000     0.000   0.077097   0.008089   0.001480   0.009569   0.000000  -0.000000  -0.006266  -0.000000  -0.000000   20.0000     0.0692
   14.200     0.000   0.078118   0.008310   0.001489   0.009799   0.000000  -0.000000  -0.006348   0.000000   0.000000   20.0000     0.0692
   14.400     0.000   0.079136   0.008533   0.001497   0.010030   0.000000  -0.000000  -0.006431  -0.000000  -0.000000   20.0000     0.0693
   14.600     0.000   0.080151   0.008759   0.001505   0.010264   0.000000  -0.000000  -0.006512   0.000000  -0.000000   20.0000     0.0693
   14.800     0.000   0.081162   0.008987   0.001514   0.010501   0.000000  -0.000000  -0.006594  -0.000000  -0.000000   20.0000     0.0694
   15.000     0.000   0.082170   0.009217   0.001523   0.010740   0.000000  -0.000000  -0.006675  -0.000000  -0.000000   20.0000     0.0694
   15.200     0.000   0.083174   0.009450   0.001532   0.010982   0.000000  -0.000000  -0.006756  -0.000000  -0.000000   20.0000     0.0695
   15.400     0.000   0.084175   0.009685   0.001540   0.011225   0.000000  -0.000000  -0.006837   0.000000   0.000000   20.0000     0.0695
   15.600     0.000   0.085172   0.009922   0.001549   0.011471   0.000000  -0.000000  -0.006917   0.000000   0.000000   20.0000     0.0696


