xflr5 v6.38

Plane name :        Decode1_Wing_modif-dAS
Polar name :        T1-30.0 m/s-VLM2-15.0kg-x39.1mm-proj_area
Freestream speed :  30.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    6.200     0.000   0.366981   0.009465   0.010826   0.020291   0.000000   0.000000  -0.010592  -0.000000  -0.000000   30.0000     0.0481
    6.400     0.000   0.384341   0.010096   0.010898   0.020994   0.000000   0.000000  -0.016254  -0.000000  -0.000000   30.0000     0.0527
    6.600     0.000   0.401688   0.010755   0.010967   0.021722   0.000000   0.000000  -0.021913  -0.000000  -0.000000   30.0000     0.0568
    6.800     0.000   0.419022   0.011442   0.011038   0.022480   0.000000   0.000000  -0.027569  -0.000000  -0.000000   30.0000     0.0607
    7.000     0.000   0.436343   0.012157   0.011113   0.023269   0.000000   0.000000  -0.033221  -0.000000  -0.000000   30.0000     0.0642
    7.200     0.000   0.453650   0.012899   0.011188   0.024087   0.000000   0.000000  -0.038869  -0.000000  -0.000000   30.0000     0.0674
    7.400     0.000   0.470942   0.013670   0.011256   0.024926   0.000000   0.000000  -0.044513  -0.000000  -0.000000   30.0000     0.0704
    7.600     0.000   0.488219   0.014467   0.011325   0.025793   0.000000   0.000000  -0.050151  -0.000000  -0.000000   30.0000     0.0732
    7.800     0.000   0.505480   0.015293   0.011401   0.026694   0.000000   0.000000  -0.055786  -0.000000  -0.000000   30.0000     0.0758
    8.000     0.000   0.522726   0.016146   0.011481   0.027627   0.000000   0.000000  -0.061415  -0.000000  -0.000000   30.0000     0.0783
    8.200     0.000   0.539955   0.017026   0.011557   0.028582   0.000000   0.000000  -0.067039  -0.000000  -0.000000   30.0000     0.0805
    8.400     0.000   0.557166   0.017933   0.011628   0.029561   0.000000   0.000000  -0.072657  -0.000000  -0.000000   30.0000     0.0827
    8.600     0.000   0.574361   0.018867   0.011709   0.030576   0.000000   0.000000  -0.078270  -0.000000  -0.000000   30.0000     0.0847
    8.800     0.000   0.591537   0.019828   0.011794   0.031622   0.000000   0.000000  -0.083876  -0.000000  -0.000000   30.0000     0.0866
    9.000     0.000   0.608694   0.020816   0.011886   0.032702   0.000000   0.000000  -0.089476  -0.000000  -0.000000   30.0000     0.0884
    9.200     0.000   0.625833   0.021830   0.011978   0.033809   0.000000   0.000000  -0.095070  -0.000000  -0.000000   30.0000     0.0901
    9.400     0.000   0.642952   0.022871   0.012069   0.034941   0.000000   0.000000  -0.100656  -0.000000  -0.000000   30.0000     0.0917
    9.600     0.000   0.660051   0.023939   0.012166   0.036105   0.000000   0.000000  -0.106236  -0.000000  -0.000000   30.0000     0.0932
    9.800     0.000   0.677129   0.025032   0.012267   0.037299   0.000000   0.000000  -0.111808  -0.000000  -0.000000   30.0000     0.0947
   10.000     0.000   0.694187   0.026152   0.012372   0.038524   0.000000   0.000000  -0.117373  -0.000000  -0.000000   30.0000     0.0960
   10.200     0.000   0.711223   0.027298   0.012480   0.039777   0.000000   0.000000  -0.122929  -0.000000  -0.000000   30.0000     0.0974
   10.400     0.000   0.728237   0.028469   0.012589   0.041058   0.000000   0.000000  -0.128477  -0.000000  -0.000000   30.0000     0.0986
   10.600     0.000   0.745228   0.029666   0.012696   0.042362   0.000000   0.000000  -0.134017  -0.000000  -0.000000   30.0000     0.0998
   10.800     0.000   0.762197   0.030888   0.012806   0.043694   0.000000   0.000000  -0.139548  -0.000000  -0.000000   30.0000     0.1010
   11.000     0.000   0.779142   0.032136   0.012929   0.045065   0.000000   0.000000  -0.145070  -0.000000  -0.000000   30.0000     0.1021
   11.200     0.000   0.796063   0.033409   0.013050   0.046459   0.000000   0.000000  -0.150583  -0.000000  -0.000000   30.0000     0.1031
   11.400     0.000   0.812960   0.034707   0.013170   0.047877   0.000000   0.000000  -0.156085  -0.000000  -0.000000   30.0000     0.1041
   11.600     0.000   0.829833   0.036029   0.013285   0.049314   0.000000   0.000000  -0.161577  -0.000000  -0.000000   30.0000     0.1051
   11.800     0.000   0.846680   0.037377   0.013409   0.050786   0.000000   0.000000  -0.167061  -0.000000  -0.000000   30.0000     0.1061
   12.000     0.000   0.863501   0.038748   0.013536   0.052284   0.000000   0.000000  -0.172533  -0.000000  -0.000000   30.0000     0.1070
   12.200     0.000   0.880296   0.040144   0.013660   0.053804   0.000000   0.000000  -0.177994  -0.000000  -0.000000   30.0000     0.1078
   12.400     0.000   0.897064   0.041564   0.013789   0.055354   0.000000   0.000000  -0.183445  -0.000000  -0.000000   30.0000     0.1087
   12.600     0.000   0.913805   0.043008   0.013921   0.056929   0.000000   0.000000  -0.188886  -0.000000  -0.000000   30.0000     0.1095
   12.800     0.000   0.930519   0.044476   0.014053   0.058529   0.000000   0.000000  -0.194313  -0.000000  -0.000000   30.0000     0.1103
   13.000     0.000   0.947204   0.045967   0.014191   0.060158   0.000000   0.000000  -0.199728  -0.000000  -0.000000   30.0000     0.1110
   13.200     0.000   0.963861   0.047481   0.014330   0.061811   0.000000   0.000000  -0.205133  -0.000000  -0.000000   30.0000     0.1118
   13.400     0.000   0.980489   0.049019   0.014469   0.063488   0.000000   0.000000  -0.210524  -0.000000  -0.000000   30.0000     0.1125
   13.600     0.000   0.997088   0.050580   0.014616   0.065195   0.000000   0.000000  -0.215903  -0.000000  -0.000000   30.0000     0.1132
   13.800     0.000   1.013657   0.052163   0.014767   0.066929   0.000000   0.000000  -0.221269  -0.000000  -0.000000   30.0000     0.1138
   14.000     0.000   1.030195   0.053769   0.014924   0.068692   0.000000   0.000000  -0.226623  -0.000000  -0.000000   30.0000     0.1145
   14.200     0.000   1.046703   0.055397   0.015091   0.070487   0.000000   0.000000  -0.231963  -0.000000  -0.000000   30.0000     0.1151
   14.400     0.000   1.063180   0.057047   0.015258   0.072305   0.000000   0.000000  -0.237290  -0.000000  -0.000000   30.0000     0.1157
   14.600     0.000   1.079624   0.058719   0.015435   0.074153   0.000000   0.000000  -0.242604  -0.000000  -0.000000   30.0000     0.1163
   14.800     0.000   1.096037   0.060412   0.015625   0.076038   0.000000   0.000000  -0.247904  -0.000000  -0.000000   30.0000     0.1169
   15.000     0.000   1.112418   0.062128   0.015819   0.077947   0.000000   0.000000  -0.253189  -0.000000  -0.000000   30.0000     0.1175
   15.200     0.000   1.128765   0.063864   0.016023   0.079887   0.000000   0.000000  -0.258459  -0.000000  -0.000000   30.0000     0.1180
   15.400     0.000   1.145079   0.065621   0.016240   0.081862   0.000000   0.000000  -0.263716  -0.000000  -0.000000   30.0000     0.1186
   15.600     0.000   1.161360   0.067400   0.016476   0.083875   0.000000   0.000000  -0.268959  -0.000000  -0.000000   30.0000     0.1191


