xflr5 v6.47

Plane name :        Custer1-dA03
Polar name :        T1-25.0 m/s-VLM2-15.0kg-x39.1mm
Freestream speed :  25.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    4.800     0.000   0.774424   0.023937   0.013025   0.036962   0.002938  -0.021434  -0.371905  -0.001013  -0.001065   25.0000     0.2071
    5.000     0.000   0.794748   0.025256   0.013105   0.038361   0.002929  -0.021427  -0.386050  -0.001010  -0.001064   25.0000     0.2090
    5.200     0.000   0.815050   0.026611   0.013186   0.039798   0.002920  -0.021420  -0.400179  -0.001007  -0.001063   25.0000     0.2109
    5.400     0.000   0.835329   0.028003   0.013275   0.041277   0.002911  -0.021413  -0.414293  -0.001004  -0.001062   25.0000     0.2126
    5.600     0.000   0.855584   0.029430   0.013374   0.042804   0.002901  -0.021406  -0.428391  -0.001001  -0.001061   25.0000     0.2143
    5.800     0.000   0.875816   0.030893   0.013470   0.044363   0.002891  -0.021398  -0.442473  -0.000998  -0.001060   25.0000     0.2159
    6.000     0.000   0.896023   0.032392   0.013563   0.045955   0.002881  -0.021390  -0.456537  -0.000996  -0.001059   25.0000     0.2175
    6.200     0.000   0.916204   0.033926   0.013660   0.047586   0.002870  -0.021382  -0.470582  -0.000992  -0.001058   25.0000     0.2189
    6.400     0.000   0.936360   0.035495   0.013757   0.049251   0.002859  -0.021374  -0.484609  -0.000987  -0.001057   25.0000     0.2204
    6.600     0.000   0.956489   0.037099   0.013858   0.050957   0.002847  -0.021365  -0.498616  -0.000982  -0.001056   25.0000     0.2217
    6.800     0.000   0.976590   0.038738   0.013970   0.052708   0.002835  -0.021356  -0.512603  -0.000978  -0.001054   25.0000     0.2230
    7.000     0.000   0.996664   0.040412   0.014082   0.054494   0.002823  -0.021347  -0.526569  -0.000973  -0.001053   25.0000     0.2243
    7.200     0.000   1.016710   0.042120   0.014191   0.056311   0.002811  -0.021337  -0.540513  -0.000970  -0.001052   25.0000     0.2255
    7.400     0.000   1.036727   0.043863   0.014298   0.058161   0.002798  -0.021327  -0.554436  -0.000965  -0.001051   25.0000     0.2267
    7.600     0.000   1.056714   0.045640   0.014414   0.060054   0.002785  -0.021317  -0.568335  -0.000960  -0.001049   25.0000     0.2278
    7.800     0.000   1.076670   0.047450   0.014539   0.061990   0.002771  -0.021307  -0.582211  -0.000957  -0.001048   25.0000     0.2289
    8.000     0.000   1.096596   0.049295   0.014669   0.063964   0.002757  -0.021296  -0.596063  -0.000952  -0.001046   25.0000     0.2299
    8.200     0.000   1.116491   0.051172   0.014794   0.065966   0.002743  -0.021285  -0.609890  -0.000947  -0.001045   25.0000     0.2310
    8.400     0.000   1.136354   0.053083   0.014916   0.067999   0.002729  -0.021274  -0.623691  -0.000943  -0.001043   25.0000     0.2320
    8.600     0.000   1.156183   0.055028   0.015044   0.070072   0.002714  -0.021263  -0.637465  -0.000936  -0.001042   25.0000     0.2329
    8.800     0.000   1.175980   0.057005   0.015184   0.072189   0.002699  -0.021251  -0.651213  -0.000930  -0.001040   25.0000     0.2338
    9.000     0.000   1.195743   0.059014   0.015339   0.074353   0.002683  -0.021239  -0.664934  -0.000927  -0.001038   25.0000     0.2347
    9.200     0.000   1.215471   0.061056   0.015477   0.076533   0.002667  -0.021227  -0.678625  -0.000921  -0.001037   25.0000     0.2356
    9.400     0.000   1.235165   0.063130   0.015623   0.078753   0.002651  -0.021214  -0.692288  -0.000914  -0.001035   25.0000     0.2365
    9.600     0.000   1.254823   0.065236   0.015792   0.081028   0.002634  -0.021202  -0.705923  -0.000903  -0.001033   25.0000     0.2373
    9.800     0.000   1.274445   0.067374   0.015976   0.083350   0.002617  -0.021189  -0.719527  -0.000897  -0.001032   25.0000     0.2381


