xflr5 v6.47

Plane name :        Custer1-dAS03
Polar name :        T1-20.0 m/s-VLM2-16.0kg-x39.1mm
Freestream speed :  20.000 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    5.000     0.000   0.809431   0.025640   0.009518   0.035158   0.000000   0.000000  -0.234004  -0.000000  -0.000000   20.0000     0.1397
    5.200     0.000   0.825652   0.026652   0.009591   0.036243   0.000000   0.000000  -0.236142  -0.000000   0.000000   20.0000     0.1386
    5.400     0.000   0.841854   0.027683   0.009665   0.037348   0.000000   0.000000  -0.238275  -0.000000  -0.000000   20.0000     0.1376
    5.600     0.000   0.858036   0.028732   0.009750   0.038482   0.000000   0.000000  -0.240403  -0.000000   0.000000   20.0000     0.1366
    5.800     0.000   0.874197   0.029799   0.009848   0.039648   0.000000   0.000000  -0.242527  -0.000000   0.000000   20.0000     0.1356
    6.000     0.000   0.890339   0.030885   0.009953   0.040838   0.000000   0.000000  -0.244646  -0.000000  -0.000000   20.0000     0.1347
    6.200     0.000   0.906459   0.031988   0.010052   0.042040   0.000000   0.000000  -0.246760  -0.000000  -0.000000   20.0000     0.1338
    6.400     0.000   0.922559   0.033110   0.010148   0.043258   0.000000   0.000000  -0.248868  -0.000000  -0.000000   20.0000     0.1330
    6.600     0.000   0.938636   0.034249   0.010224   0.044474   0.000000   0.000000  -0.250971  -0.000000  -0.000000   20.0000     0.1321
    6.800     0.000   0.954692   0.035406   0.010316   0.045722   0.000000   0.000000  -0.253069  -0.000000   0.000000   20.0000     0.1313
    7.000     0.000   0.970725   0.036580   0.010419   0.047000   0.000000   0.000000  -0.255162  -0.000000   0.000000   20.0000     0.1306
    7.200     0.000   0.986736   0.037772   0.010537   0.048310   0.000000   0.000000  -0.257249  -0.000000   0.000000   20.0000     0.1298
    7.400     0.000   1.002723   0.038981   0.010652   0.049633   0.000000   0.000000  -0.259331  -0.000000   0.000000   20.0000     0.1291
    7.600     0.000   1.018687   0.040208   0.010768   0.050975   0.000000   0.000000  -0.261407  -0.000000   0.000000   20.0000     0.1284
    7.800     0.000   1.034627   0.041451   0.010851   0.052302   0.000000   0.000000  -0.263476  -0.000000   0.000000   20.0000     0.1278
    8.000     0.000   1.050543   0.042711   0.010950   0.053661   0.000000   0.000000  -0.265540  -0.000000   0.000000   20.0000     0.1271
    8.200     0.000   1.066434   0.043988   0.011067   0.055055   0.000000   0.000000  -0.267598  -0.000000   0.000000   20.0000     0.1265
    8.400     0.000   1.082300   0.045281   0.011206   0.056487   0.000000   0.000000  -0.269650  -0.000000   0.000000   20.0000     0.1259
    8.600     0.000   1.098140   0.046591   0.011337   0.057928   0.000000   0.000000  -0.271696  -0.000000   0.000000   20.0000     0.1253
    8.800     0.000   1.113955   0.047917   0.011444   0.059361   0.000000   0.000000  -0.273735  -0.000000   0.000000   20.0000     0.1247
    9.000     0.000   1.129743   0.049260   0.011549   0.060809   0.000000   0.000000  -0.275768  -0.000000   0.000000   20.0000     0.1242
    9.200     0.000   1.145506   0.050618   0.011688   0.062306   0.000000   0.000000  -0.277794  -0.000000   0.000000   20.0000     0.1237
    9.400     0.000   1.161241   0.051992   0.011857   0.063850   0.000000   0.000000  -0.279815  -0.000000   0.000000   20.0000     0.1231
    9.600     0.000   1.176949   0.053382   0.011999   0.065381   0.000000   0.000000  -0.281829  -0.000000   0.000000   20.0000     0.1226
    9.800     0.000   1.192629   0.054788   0.012116   0.066904   0.000000   0.000000  -0.283835  -0.000000  -0.000000   20.0000     0.1222
   10.000     0.000   1.208282   0.056209   0.012287   0.068495   0.000000   0.000000  -0.285835  -0.000000   0.000000   20.0000     0.1217
   10.200     0.000   1.223906   0.057645   0.012499   0.070144   0.000000   0.000000  -0.287830  -0.000000   0.000000   20.0000     0.1212
   10.400     0.000   1.239501   0.059096   0.012657   0.071753   0.000000   0.000000  -0.289816  -0.000000  -0.000000   20.0000     0.1208
   10.600     0.000   1.255067   0.060562   0.012868   0.073430   0.000000   0.000000  -0.291796  -0.000000   0.000000   20.0000     0.1203
   10.800     0.000   1.270604   0.062043   0.013140   0.075183   0.000000   0.000000  -0.293770  -0.000000   0.000000   20.0000     0.1199
   11.000     0.000   1.286112   0.063538   0.013377   0.076915   0.000000   0.000000  -0.295737  -0.000000   0.000000   20.0000     0.1195


